Code,BarCode,Name,Plu,Price,Mojodi,Consumer
6260532822844,6260532822844,پودر کيک کاکايو زر,NULL,0,0,0
6260532822875,6260532822875,ارد سن ماکارون,NULL,0,0,0
6260532822943,6260532822943,رشته اش زر,NULL,0,0,0
6260532823049,6260532823049,ماکاروني اشيانه اي سوپي زر,NULL,44000,-30,49000
6260532823551,6260532823551,ماکاروني فرمي جامبو شلز زر,NULL,90000,-2,100000
6260532823681,6260532823681,ارد کوچک زر ماکارون,NULL,0,0,0
6260532823698,6260532823698,ارد گندم زر ماکارون,NULL,0,0,0
6260532823728,6260532823728,ماکاروني فرمي جامبو سدانو زر,NULL,90000,0,100000
6260532823919,6260532823919,ماکاروني فرمي مته اي زر,NULL,39000,-17,44500
6260532823926,6260532823926,ماکاروني فرمي سبزيجات 500 زر,NULL,0,0,0
6260532823971,6260532823971,ماکاروني فرمي جامبو فوسيلي,NULL,0,0,0
6260532824022,6260532824022,پودر کيک براوني زر,NULL,0,0,0
6260532824039,6260532824039,ماکاروني سبزيجات,NULL,0,0,0
6260532900016,6260532900016,دوغ پادراتوس,NULL,0,0,0
6260533600045,6260533600045,پنير ليقوان,NULL,0,0,0
6260538500012,6260538500012,ايستک شيشه ليمو,NULL,30000,-21,35000
6260538500036,6260538500036,ايستک شيشه ساده,NULL,30000,-10,35000
6260538500050,6260538500050,ايستک سيب,NULL,0,0,0
6260538500067,6260538500067,ايستک شيشه هلو,NULL,30000,-11,35000
6260538500081,6260538500081,ايستک شيه اناناس,NULL,0,0,0
6260538500098,6260538500098,ايستک شيشه انار,NULL,0,0,0
6260538500128,6260538500128,ايستک شيشه استوايي,NULL,30000,-14,35000
6260538501736,6260538501736,ايستک پت 1 ليتري ليمو,NULL,50000,-33,0
6260538501750,6260538501750,ايستک خانواده هلو,NULL,49500,-35,60000
6260538501767,6260538501767,ايستک خانواده استوايي,NULL,49500,-39,60000
6260538501880,6260538501880,ايستک خانواده ساده,NULL,49500,-25,60000
6260538501965,6260538501965,ايستک خانواده اناناس,NULL,48500,-12,60000
6260542410666,6260542410666,شوکو سحر دورنگ انديا,NULL,63000,-13,70000
6260544400245,6260544400245,کيک دولايه روکشدار تورتا,NULL,23000,-4,25000
6260544401686,6260544401686,کيک کاکائويي درنا,NULL,0,0,0
6260544402058,6260544402058,ويفر البيز,NULL,0,0,0
6260544402638,6260544402638,بيسکويت پتي پور قرمز,NULL,0,0,0
6260544402904,6260544402904,کيک براوني بامغزکرم کاکائو,NULL,27500,-12,30000
6260544403338,6260544403338,بيسکوييت پذيرايي با شهد انگور,NULL,132000,-2,140000
6260544403659,6260544403659,کيک لايه اي عسلي اوچ اوچ,NULL,18500,-9,20000
6260544403666,6260544403666,کيک 3لايه اوچ اوچ,NULL,18500,-13,20000
4005808837359,4005808837359,مام نيوا بيوتي صدفي کننده,NULL,0,0,0
4005808890507,4005808890507,کرم دست و صورت 200 ميل nivea,NULL,430000,-13,0
4005900008862,4005900008862,کرم دست و صورت پمپي 75 ميل nivea,NULL,390000,-17,420000
4005900035295,4005900035295,مام نيوا بلک اند وايت زنانه,NULL,0,0,0
4005900172013,4005900172013,کرم سامرطوب کننده,NULL,0,0,0
4006783005658,4006783005658,ابر جادويي,NULL,0,0,0
40099781,40099781,ادامس PK,NULL,9500,68,0
4015000280235,4015000280235,فارولان حس شادابي اکوا هر دو جنس ابي,NULL,0,0,0
4015000519977,4015000519977,فارولان حس تازگي پينک پشن صورتي ب,NULL,0,0,0
4015000524414,4015000524414,فارولان پوستهاي حساس بانوان سفيد,NULL,0,0,0
4015001007602,4015001007602,فارولان خنک کننده فاقد الکل سبز بانوان,NULL,0,0,0
42164104,42164104,کرم دست و صورت Nivea,NULL,250000,-12,0
4260033150028,4260033150028,کمليون باطري قلمي کارتي 4عددي,NULL,220000,-1,240000
4260033151322,4260033151322,کمليون باطري قلمي شيرينگ ابي1/5ولت,NULL,120000,-1,140000
4260183733157,4260183733157,انرزي زا دو ايکس  شيشه اي,NULL,0,0,0
4260216454554,4260216454554,کمليون نيم قلمي کارتي 2+4,NULL,160000,0,170000
4260216455933,4260216455933,کمليون باطري نيم قلمي 4عددي,NULL,175000,-1,185000
4260216455940,4260216455940,باطري قلمي Camelion,NULL,200000,-25,0
4260283490011,4260283490011,بيگ بر,NULL,0,0,0
4260283490202,4260283490202,نوشابه گازدار بيگ برليمو,NULL,0,0,0
4260283490288,4260283490288,بيگ بر اصلي,NULL,0,0,0
4260283492398,4260283492398,نوشابه گاز دار بيگ بر انگور,NULL,0,0,0
4262418502620,4262418502620,محافظ غذا 10م,NULL,55000,-23,60000
4400065701182,4400065701182,مسواک رويال کلاستيک,NULL,0,0,0
46204813,46204813,نسکافه گلد 100 گرمي,NULL,975000,0,1000000
4800888170910,4800888170910,مام بدن رکسونا,NULL,0,0,0
4891228430054,4891228430054,خودتراش,NULL,0,0,0
4902471046456,4902471046456,ويتامين سي اصلي,NULL,0,0,0
4904530590894,4904530590894,باطري نيم قلمي توشيبا 2 عددي,NULL,0,0,0
4904530591419,4904530591419,باطري قلمي 4 عددي توشيبا,NULL,0,0,0
4904530592591,4904530592591,توشيبا الکالاين نيم قلمي پاور,NULL,100000,-12,0
4970129001515,4970129001515,مازيک وايت برد کورس,NULL,0,0,0
4970129005032,4970129005032,مازيک معمولي,NULL,0,0,0
5000159461122,5000159461122,شکلات اسنيکرز,NULL,115000,-7,125000
5000174864113,5000174864113,خمير دندان کرست 7,NULL,130000,4,0
5000174990164,5000174990164,شامپو سر شولذز ابي موهاي اسيب ديده,NULL,0,0,0
5000174990201,5000174990201,شامپو سر شولدز پرتقالي,NULL,0,0,0
5000174990287,5000174990287,شامپو سر شولدز نعنايي سبز موهاي خشک,NULL,0,0,0
5000174990331,5000174990331,شامپو سر شولدز صورتي موهاي رنگ شده,NULL,0,0,0
5011321544772,5011321544772,شولدرز نارنجي موهاي چرب,NULL,0,0,0
5011417550458,5011417550458,قرص فينيش15عددي,NULL,1000000,-2,1100000
5012345678900,5012345678900,دفتر 60برگ معمولي,NULL,0,0,0
5013405648116,5013405648116,زيلت سوپر مکس 4 لبه 6عددي,NULL,0,0,0
5013405648130,5013405648130,سوپر مکس آ تي 337  صورتي,NULL,0,0,0
5013405649076,5013405649076,ژيلت سه تيغ سوپر مکس,NULL,59000,-38,0
5013405652809,5013405652809,سوپر مکس آ دي 83,NULL,0,0,0
5013405653172,5013405653172,زيلت سوپر مکس4لبه تک,NULL,0,0,0
5013405653417,5013405653417,تيغ ورقه اي 5 عددي سوپر مکس سبز,NULL,0,0,0
5013405654032,5013405654032,زيلت 4تيغه سوپر مکس,NULL,0,0,0
5013405656319,5013405656319,زيلت 2تيغه ساده,NULL,0,0,0
5013405661580,5013405661580,زيلت  4لبه ابي,NULL,0,0,0
5013405662259,5013405662259,تيغ سنتي سوپر مکس,NULL,41000,10,0
5013405672869,5013405672869,سوپر مکس دولبه صابون دار,NULL,0,0,0
5014176000134,5014176000134,چاي دوغزال اصلي 500,NULL,0,0,0
5015405077248,5015405077248,سيلور تيغ 3 لبه رفلکس دسته+يدک,NULL,430000,5,0
5015405077255,5015405077255,سيلور تيغ يدک 3 لبه رفلکس,NULL,530000,4,0
5015405077286,5015405077286,سيلور تيغ چند بار مصرف 2 لبه رابرگريپ,NULL,220000,4,0
5015405077415,5015405077415,سيلور تيغ چند بار مصرف 2 لبه نرمال حساس,NULL,220000,0,0
5015405077422,5015405077422,سيلور تيغ چند بار مصرف 3 لبه فست,NULL,330000,11,0
5015405077439,5015405077439,سيلور تيغ 5 لبه بليز دسته+يدک,NULL,500000,13,0
5015405077446,5015405077446,سيلور تيغ يدک 5 لبه بليز,NULL,870000,9,0
5015405077453,5015405077453,سيلور تيغ 5 لبه گلوريا زنانه دسته+يدک,NULL,500000,8,0
5015405077514,5015405077514,سيلور تيغ چند بار مصرف 3 لبه فست زنانه,NULL,330000,1,0
5015405077606,5015405077606,سيلور تيغ چند بار مصرف 3 لبه اسمارت,NULL,330000,1,0
5015405077668,5015405077668,سيلور تيغ چند بار مصرف 2 لبه رابرگريپ زنانه,NULL,220000,15,0
5015405077811,5015405077811,سيلور تيغ سنتي 2 لبه پلاتينيوم,NULL,56000,0,0
5015405077927,5015405077927,سيلور تيغ چند بار مصرف 5 لبه بليز,NULL,320000,50,0
50173617,50173617,ادامس اربيت اکاليپتوس,NULL,50000,-45,0
5032085002087,5032085002087,هايپ اصلي,NULL,0,0,0
5060204123733,5060204123733,محافظ غذا 100م,NULL,140000,-38,0
5060285253343,5060285253343,سيگار اسپرين,NULL,0,0,0
5201089011955,5201089011955,شامپو بچه جانسون 200ميل,NULL,78000,0,0
5201313010426,5201313010426,زيلت بيک 2لبه پفکي,NULL,0,0,0
5201313015889,5201313015889,استور 2لبه,NULL,0,0,0
5260450024772,5260450024772,سيم ظرفشويي تري استار,NULL,25500,-16,0
5410076261239,5410076261239,خمير دندان کرست,NULL,0,0,0
5410076261260,5410076261260,خمير دندان کرست بزرگ 7 complete,NULL,97000,-25,0
5410076415656,5410076415656,دهان شوي اورال بي,NULL,0,0,0
54654654897954645,54654654897954645,دستکش يکبار مصرف سلفوني,NULL,120000,-2,0
5682235685457,5682235685457,عرق بهار نارنج عطر اگين,NULL,0,0,0
5682235685570,5682235685570,عرق نعناع عطر اگين,NULL,0,0,0
5698745321563,5698745321563,حشره کش پاک فام,NULL,0,0,0
5999884034018,5999884034018,انرزي زا هيد نوشيدني,NULL,0,0,0
6001067157182,6001067157182,مسواک کل گيت,NULL,100000,-24,0
6025316215126,6025316215126,نمک دريايي حکيم,NULL,0,0,0
6091185156457,6091185156457,ترشي تک ليواني ابدار,NULL,0,0,0
6091185156464,6091185156464,ترشي تک خشک ليواني خشک 1,NULL,0,0,0
6123456725489,6123456725489,سفره يکبار مصرف پنگوسن,NULL,0,0,0
6162730034800,6162730034800,دسته تيغ لمسر,NULL,0,0,0
6162730037603,6162730037603,ژيلت لمسر,NULL,0,0,0
6190161531582,6190161531582,ماست کاله پرچرب 1900,NULL,0,0,0
620001214177,620001214177,ترشي آلو سانتريزه,NULL,0,0,0
6210023900032,6210023900032,پويا منيون,NULL,82000,-3,90000
6220200912310,6220200912310,قهوه ترک خاچيک 100 گرمي,NULL,145000,0,150000
6221048310553,6221048310553,اسپري اکس کليک,NULL,0,0,0
6221048310584,6221048310584,اسپري اکس بل,NULL,0,0,0
6221048313035,6221048313035,اسپري اکس ديپ اسپيس,NULL,0,0,0
6221155051882,6221155051882,خمير دندان سيگنال 8 گياهي,NULL,130000,0,0
6222001551624,6222001551624,تيغ ورقه اي لرد 10 عددي,NULL,50000,-14,0
6222001560015,6222001560015,تيغ لرد ورقه اي 5 عددي,NULL,0,0,0
6222541651112,6222541651112,دفترچه يادداشت طلقي,NULL,25000,-7,0
6223000090459,6223000090459,تنباکو دو سيب نخل,NULL,190000,-61,200000
6223000090787,6223000090787,تنباکو نعنا,NULL,200000,5,230000
6223000095287,6223000095287,تنباکو نخل باکس,NULL,1850000,-2,1950000
6233098152649,6233098152649,زله,NULL,0,0,0
6236500120250,6236500120250,سفره 20م نگارين,NULL,45000,-26,0
6242233251239,6242233251239,سفره نرگس يکبار مصرف,NULL,0,0,0
6253349713733,6253349713733,تنباکو پرتقال نعنا احمد,NULL,95000,2,0
6253349713771,6253349713771,تنباکو بلوبري احمد,NULL,95000,2,0
6253349721417,6253349721417,تنباکو سيب يخ احمد,NULL,95000,0,0
6253503310082,6253503310082,تنباکو پرتقال الواحه,NULL,110000,8,130000
6253503310914,6253503310914,تنباکو پرتقال احمد,NULL,75000,8,90000
6253503313120,6253503313120,تنباکو ادامس,NULL,0,0,0
6260000902535,6260000902535,ابليمو 1.5 گلدست,NULL,70000,3,150000
6260001200692,6260001200692,کمپوت گيلاس خرم,NULL,99000,-2,120000
6260001207172,6260001207172,کنسرو نخود سبز 350 گرمي خرم,NULL,62000,4,0
6260001400917,6260001400917,پودر 5 انزيم دستي 500 گرمي هوم کر,NULL,0,0,0
6260001400924,6260001400924,پودر ماشين 10 انزيم هوم کر,NULL,64000,-48,74390
6260001401297,6260001401297,مايع لباس هوم کر,NULL,0,0,0
6260001401341,6260001401341,مايع لباس هوم کر بزرگ,NULL,0,0,0
6260001401358,6260001401358,مشکين شوي هوم کر 1 ليتري,NULL,172000,-8,182200
6260001401891,6260001401891,مايع دست لايف کر بنفش,NULL,0,0,0
6260001401907,6260001401907,مايع دستشويي لايف کر500 گرمي ا ب ث,NULL,0,0,0
6260001402102,6260001402102,پودر دست بانو,NULL,0,0,0
6260001602892,6260001602892,شامپو براي موهاي چرب ايوان,NULL,0,0,0
6260001602908,6260001602908,شامپو براي موهاي خشک ايوان,NULL,0,0,0
6260001602915,6260001602915,شامپو براي موهاي معمولي زرد رنگ ايوان,NULL,0,0,0
6260001602922,6260001602922,شامپو براي موهاي معمولي ايوان,NULL,0,0,0
6260002011037,6260002011037,پوشاک مبارک سايز بزرگ,NULL,0,0,0
6260002301541,6260002301541,بيسکويت نيم چاشت کنجد قرمز 850 گرجي,NULL,0,0,0
6260002301633,6260002301633,کيک کينگ گرجي,NULL,0,0,0
6260002301817,6260002301817,بيسکويت چهره ها گرجي,NULL,0,0,0
6260002301893,6260002301893,بيسکوييت شويد جوين کوچک,NULL,112000,-45,125000
6260002301923,6260002301923,بيسکوييت ريحان جوين بزرگ,NULL,200000,-19,225000
6260002301930,6260002301930,بيسکوييت ريحان جوين کوچک,NULL,112000,-35,125000
6260002302364,6260002302364,بيسکوييت انجير جوين بزرگ,NULL,200000,-2,225000
6260002311045,6260002311045,بيسکويت گرجي کاکائو,NULL,0,0,0
6260002311151,6260002311151,بيسکويت کرمدار پرتغالي گرجي,NULL,0,0,0
6260002312356,6260002312356,بيسکويت پذيرايي ساده گرجي,NULL,0,0,0
6260002312448,6260002312448,بيسکويت کرمدار گرجي,NULL,0,0,0
6260002380515,6260002380515,بيسکويت باغ وحش گرجي,NULL,0,0,0
6260002380539,6260002380539,بيسکوييت شويد جوين بزرگ,NULL,200000,-24,225000
6260002400329,6260002400329,جو پرک گلها 170گ,NULL,53500,-20,59500
6260002400923,6260002400923,نمک پت 90 گرمي گلها,NULL,22500,-14,28500
6260002401616,6260002401616,دارچين پت 90 گرمي گلها,NULL,132000,-4,167000
6260002401630,6260002401630,فلفل سياه پت 90 گرمي گلها,NULL,152000,-6,185000
6260002401661,6260002401661,فلفل قرمز پت 90 گرمي گلها,NULL,65000,-3,82000
6260002402347,6260002402347,ني نبات جعبه اي گلها,NULL,113000,-15,137000
6260002410137,6260002410137,ارد سوخاري گلها,NULL,62000,-10,72980
6260002410199,6260002410199,ارد نخودچي,NULL,81500,-2,945000
6260002410311,6260002410311,ارد برنج گلها 300گ,NULL,84000,-4,108000
6260002416016,6260002416016,جو پوست کنده گلها 300گ,NULL,46000,-12,55500
6260002423038,6260002423038,زرد چوبه سلفون گلها,NULL,44000,0,50600
6260002424028,6260002424028,زنجبيل سلفوني گلها 50 گرمي,NULL,70000,-11,85500
6260002428033,6260002428033,فلفل سياه سلفوني گلها 50 گرمي,NULL,88500,-24,102000
6260002428064,6260002428064,فلفل قرمز سلفوني گلها 50 گرمي,NULL,36000,-5,45000
6260002450065,6260002450065,سماق پت 80 گرمي گلها,NULL,107000,-1,129000
6260002466080,6260002466080,زرد چوبه پت 90 گرمي گلها,NULL,72000,-13,91100
6260002466134,6260002466134,بلغور جو,NULL,0,0,0
6260002466202,6260002466202,پودر سوخاري کنتاکي گلها 200گ,NULL,54000,-6,64980
6260002467148,6260002467148,نمک بزرگ گلها,NULL,0,0,0
6260002467261,6260002467261,پودر جوانه گندم گلها,NULL,0,0,0
6260002467322,6260002467322,رشته پلويي گلها,NULL,0,0,0
6260002467391,6260002467391,ورميشل سوپ,NULL,0,0,0
6260002467568,6260002467568,پودر کتلت گياهي گلها,NULL,0,0,0
6260002467773,6260002467773,پودر فلافل گلها,NULL,0,0,0
6260002467889,6260002467889,ارد گندم نول گلها 500گ,NULL,53000,-18,65000
6260002900126,6260002900126,چيپس مزمز فلفلي,NULL,0,0,0
6260002926324,6260002926324,مزه چيپس ساده نمکي,NULL,0,0,0
6260002926331,6260002926331,چيپس سرکه نمکي مز مز,NULL,0,0,0
6260002926348,6260002926348,چيپس کچاپ مز مز,NULL,0,0,0
6260002926362,6260002926362,چيپس ليمو مزمز,NULL,0,0,0
6260002929806,6260002929806,سوپر چيپس مزمز,NULL,37500,-6,40000
6260002930352,6260002930352,رب گوجه مزمز,NULL,0,0,0
6260002930369,6260002930369,رب مز مز کوچک,NULL,0,0,0
6260002930727,6260002930727,چيپس با طعم ماست و موسير,NULL,37500,-1,40000
6260002930956,6260002930956,اسنک پنينري,NULL,0,0,0
6260002931175,6260002931175,اسنک طلايي,NULL,0,0,0
6260002931823,6260002931823,مزه چيپس سرکه اي,NULL,0,0,0
6260002931878,6260002931878,واپر مزپف,NULL,0,0,0
6260002932028,6260002932028,خلالي پنينري,NULL,0,0,0
6260002932035,6260002932035,خلالي کچاپ,NULL,0,0,0
6260002932059,6260002932059,مز پيلت پنيري,NULL,0,0,0
6260002932738,6260002932738,چيپس متوسط چيلي,NULL,37500,-2,40000
6260002932745,6260002932745,چيپس متوسط فلفل هالوپينو,NULL,37500,0,40000
6260002932776,6260002932776,چيپس سنتي دل مزه نمکي الگانس,NULL,46500,0,50000
6260002932790,6260002932790,چيپس سنتي دل مزه فلفل سياه,NULL,46500,0,50000
6260002932806,6260002932806,چيپس سنتي دل مزه نمکي خانواده,NULL,94500,0,100000
6260002933094,6260002933094,چيپس متوسط ساده,NULL,37500,-2,40000
6260003100105,6260003100105,نان سوخاري ويتانا,NULL,0,0,0
6260003110739,6260003110739,ويتانا کراکر نمکي چايوتي,NULL,14000,-15,15000
6260003110876,6260003110876,ويتانا بيسکويت کرمانژ 192گ,NULL,33000,-35,35000
6260003111286,6260003111286,ويتانا بيسکويت کرمانژ 96گ,NULL,23500,-28,25000
6260003111293,6260003111293,ويتانا بيسکويت کرمانژ 480گ,NULL,112500,-23,120000
6260003111620,6260003111620,ويتانا بيسکوييت ممتاز مادر 350 گرمي,NULL,103500,-16,110000
6260003111798,6260003111798,ويتانا بيسکوييت ممتاز مادر 70 گرمي,NULL,23500,-122,25000
6260003111828,6260003111828,ويتانا بيسکوييت ممتاز مادر 140 گرمي,NULL,47000,-38,50000
6260003111835,6260003111835,ويتانا بيسکوييت ممتاز مادر 280 گرمي,NULL,94000,-29,100000
6260003112078,6260003112078,ويتانا بيسکويت نارگيلي 590 گرمي,NULL,135000,-6,140000
6260003112085,6260003112085,ويتانا بيسکويت نارگيلي 1180 گرمي,NULL,235000,-3,250000
6260003112177,6260003112177,ويتانا بيسکوييت مادر عسلي 70 گرمي,NULL,24000,-45,25000
6260003112511,6260003112511,ويتانا موز,NULL,0,0,0
6260003112559,6260003112559,ويتانا کاکايو,NULL,0,0,0
6260003112566,6260003112566,ويتانا بيسکوييت مادر نارگيلي 70 گرمي,NULL,24000,-21,25000
6260003112573,6260003112573,ويتانا بيسکوييت مادر شيري 70 گرمي,NULL,24000,-34,25000
6260003113273,6260003113273,ويتانا بيسکويت سبوس دار روکش شکلاتي,NULL,47000,-46,50000
6260003113426,6260003113426,ويتانا بيسکوييت کاکائويي نيکا با کرم نارگيلي,NULL,47000,-31,50000
6260003113488,6260003113488,ويتانا بيسکويت تيويکا شيري شکلاتي,NULL,23500,-26,25000
6260003113495,6260003113495,ويتانا بيسکويت تيويکا شيري نارگيلي,NULL,23500,-12,25000
6260003113501,6260003113501,ويتانا بيسکويت تيويکا شيري البالويي,NULL,23500,-6,25000
6260003113525,6260003113525,ويتانا ويفر لقمه اي نيکا با طعم شکلات,NULL,28500,-36,30000
6260003113532,6260003113532,ويتانا ويفر لقمه اي نيکا با طعم پرتقال,NULL,28500,-18,30000
6260003113549,6260003113549,ويتانا ويفر لقمه اي نيکا با طعم موز,NULL,28500,-35,30000
6260003113600,6260003113600,ويتانا بيسکويت شوکو اسکوئر تيويکا,NULL,14000,-132,15000
6260003113655,6260003113655,ويتانا بيسکويت تيويکا شيري پرتقالي,NULL,19000,-25,20000
6260003113679,6260003113679,ويتانا بيسکويت تيويکا شيري موزي,NULL,23500,-13,25000
6260003113938,6260003113938,ويتانا پانيکو فندقي 125گ جعبه اي,NULL,56500,-17,60000
6260003114003,6260003114003,ويتانا بيسکوييت مادر جنگلي,NULL,14000,-30,15000
6260003114010,6260003114010,ويتانا بيسکويت تارت قلبي کاکائويي,NULL,24000,-199,25000
6260003114027,6260003114027,ويتانا چوب شور,NULL,9500,-28,10000
6260003114096,6260003114096,ويتانا پانيکو کاکائويي 125گ جعبه اي,NULL,56500,-22,60000
6260003114249,6260003114249,ويتانا بيسکوييت مادر نارگيلي 140 گرمي,NULL,47000,-8,50000
6260003114300,6260003114300,ويتانا پانيکو کاراملي 125گ جعبه اي,NULL,56500,-16,60000
6260003114348,6260003114348,ويتانا بيسکويت پتي بور,NULL,23500,-41,25000
6260003114362,6260003114362,ويتانا ويفر کاراملي نيکا کاکائويي فندق,NULL,47000,-27,50000
6260003114379,6260003114379,ويتانا ويفر کاراملي نيکا موزي,NULL,47000,-20,50000
6260003114386,6260003114386,ويتانا ويفر کاراملي نيکا پرتقالي,NULL,47000,-16,50000
6260003114393,6260003114393,ويتانا ويفر کاراملي نيکا وانيلي,NULL,47000,-20,50000
6260003114409,6260003114409,ويتانا ويفر کاراملي نيکا نارگيلي,NULL,47000,-18,50000
6260003114485,6260003114485,ويتاناويفرکاراملي نيکا فندقي 45گ,NULL,17500,0,20000
6260003114492,6260003114492,ويتانا کاراملي نيکا موزي 45گ,NULL,17500,-1,20000
6260003114508,6260003114508,ويتانا ويفر کاراملي نيکا پرتقالي 45گ,NULL,17500,0,20000
6260003114515,6260003114515,ويتانا ويفر کاراملي نيکا وانيلي45گ,NULL,17500,0,20000
6260003114638,6260003114638,ويتانا کلوچه بامغز خرما باطعم (هل ودارچين),NULL,27500,-2,30000
6260003114645,6260003114645,ويتاناشيريني لاکي دوعددي 45گ,NULL,9000,-2,10000
6260003114669,6260003114669,ويتانا رشته نودل ريوا (طعم مرغ),NULL,28000,-2,30000
6260003114676,6260003114676,ويتانا سمپل نودل گوشت,NULL,28000,-2,30000
6260003114683,6260003114683,ويتانارشته نودل ريوا(طعم سبزيجات),NULL,28000,0,30000
6260003800081,6260003800081,پودر فلافل سبزان,NULL,0,0,0
6260003802368,6260003802368,سبزي اش سبزان,NULL,0,0,0
6260003802412,6260003802412,نعناع خشک سبزان,NULL,0,0,0
6260003802467,6260003802467,جعفري سبزان,NULL,0,0,0
6260003802610,6260003802610,سبزي قورمه سبزان,NULL,0,0,0
6260003802665,6260003802665,سبزي کوکو سبزان,NULL,0,0,0
6260003802719,6260003802719,سبزي پلو سبزان,NULL,0,0,0
6260003812152,6260003812152,نمک سبزان,NULL,0,0,0
6260005420041,6260005420041,پنبه توپک,NULL,0,0,0
6260006901105,6260006901105,سوپ جو,NULL,0,0,0
6260006901143,6260006901143,سوپ مرغ پاتري,NULL,0,0,0
6260006940289,6260006940289,جو پرک شذه,NULL,0,0,0
6260006998563,6260006998563,سوپ سبزيجات پاکتي,NULL,0,0,0
6260007401543,6260007401543,شير استريل پرچرب يک ليتري پگاه,NULL,0,0,0
6260007401802,6260007401802,شير استريل 200 پگاه,NULL,0,0,0
6260007405015,6260007405015,شيرکاکايو پگاه 250,NULL,0,0,0
6260007410309,6260007410309,پنير پگاه 100 گ,NULL,0,0,0
6260007410361,6260007410361,پنير يواف پگاه,NULL,0,0,0
6260007424016,6260007424016,خامه پاکتي 200 پگاه,NULL,0,0,0
6260007424092,6260007424092,خامه200 ميلي پ گ,NULL,0,0,0
6260007424399,6260007424399,خامه پگاه خامه اي,NULL,0,0,0
6260007425020,6260007425020,کره 100 گرمي پگاه,NULL,0,0,0
6260007425037,6260007425037,کره 50 گرمي پگاه,NULL,0,0,0
6260007434299,6260007434299,دوغ گلپايگان گازدار پگاه,NULL,0,0,0
6260007434596,6260007434596,دوغ بطري پت 2 ليتر شهري با سبزي پگاه,NULL,0,0,0
6260007450268,6260007450268,شير کاکايو پگاه,NULL,0,0,0
6260007450329,6260007450329,ش موز 200 ميلي,NULL,0,0,0
6260007450374,6260007450374,پنير بلغاري 400 گ پگاه,NULL,0,0,0
6260007451067,6260007451067,پنير ليقوان 400 گ با بسته پگاه,NULL,0,0,0
6260007452262,6260007452262,شير استريل يک ليتري کم چرب پگاه,NULL,0,0,0
6260007455799,6260007455799,دوغ نايلوني 900 سي سي پگاه,NULL,0,0,0
6260007461813,6260007461813,شير نيم چرب شيشه پگاه,NULL,0,0,0
6260007463169,6260007463169,ماست همزده 900 گرمي شاين پگاه,NULL,0,0,0
6260007500017,6260007500017,نرم کننده 170 گ لطيفه,NULL,0,0,0
6260007500888,6260007500888,نرم کننده لطيفه 500,NULL,94500,-19,119500
6260007500956,6260007500956,نرم کننده طلايي لطيفه 800 گرمي,NULL,0,0,0
6260007501298,6260007501298,نرم کننده مو سر طلايي لطيفه 500گ,NULL,0,0,0
6260007501410,6260007501410,نرم کننده 1 ليتري لطيفه,NULL,138000,-28,159500
6260007501441,6260007501441,نرم کننده لطيفه 800 گرمي,NULL,0,0,0
6260007503292,6260007503292,مايع دست لطيفه قرمز,NULL,0,0,0
6260007503377,6260007503377,مايع دست شويي 3700 گ ل,NULL,0,0,0
6260007503940,6260007503940,مايع دست لطيفه صورتي,NULL,0,0,0
6260007503957,6260007503957,مايع دست لطيفه ابي پمپي,NULL,0,0,0
6260007504480,6260007504480,مايع دست لطيفه نارنجي,NULL,0,0,0
6260007504510,6260007504510,مايع دست لطيفه ابي,NULL,0,0,0
6260007506200,6260007506200,شامپو سدر 500 گرمي  لطيفه,NULL,0,0,0
6260007508662,6260007508662,شامپو سير 400 گرمي لطيفه,NULL,0,0,0
6260007508952,6260007508952,شامپو فرش لطيفه 900 گرمي,NULL,0,0,0
6260007509126,6260007509126,شيشه شوي لطيفه,NULL,0,0,0
6260007510825,6260007510825,خمير دندان سيلورگيت,NULL,0,0,0
6260007550104,6260007550104,نرم کننده موي سرلطيفه,NULL,38000,-4004,45000
6260007550395,6260007550395,مايع ظرفشويي لطيفه,NULL,0,0,0
6260007550418,6260007550418,مايع طرف لطيفه 1 ليتري پ,NULL,0,0,0
6260007550449,6260007550449,شامپو لطيفه 400 گرمي موهاي خشک,NULL,0,0,0
6260007550586,6260007550586,مايع ظرفشويي 4 ليتري لطيفه,NULL,0,0,0
6260008700195,6260008700195,شامپو کودک باب اسفنجي,NULL,115000,9,0
6260008700270,6260008700270,شامپو کودک پاتريک,NULL,125000,8,0
6260008761196,6260008761196,شامپو کودک هلو کيتي,NULL,115000,3,0
6260008900014,6260008900014,حلوا 100 گرمي عقاب,NULL,63800,-228,65000
6260008900076,6260008900076,حلوا عقاب کوچک,NULL,0,0,0
6260008900106,6260008900106,حلواي عقاب 400 ساده,NULL,0,0,0
6260008900168,6260008900168,حلواي 400 پسته اي عقاب,NULL,0,0,0
6260008900212,6260008900212,کنجد,NULL,0,0,0
6260008900311,6260008900311,ارده وشيره عقاب,NULL,0,0,0
6260008900366,6260008900366,بيسکويت کرم کنجد عقاب,NULL,0,0,0
6260008900649,6260008900649,کره بادام زميني عقاب,NULL,0,0,0
6260008901202,6260008901202,حلوا شکري عقاب 250 گرمي ساده,NULL,148500,-12,155000
6260008903053,6260008903053,حلوا شکري عقاب 250 گرمي پسته,NULL,205000,-6,215000
6260008905033,6260008905033,کرم کنجد عقاب,NULL,0,0,0
6260008905170,6260008905170,سس گنجد عقاب,NULL,0,0,0
6260009101250,6260009101250,دستکش نخي,NULL,0,0,0
